"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
1745	1520	2002	6434	5165	908	2714	756	4934	6069	3162	3462	1850	125	1636	1986	42	2792	554	116	717	296	1145	594	163	635	1333	117	7128	501	476
203	171	341	167	600	30	15	360	9	904	130	67	129	47	5	17	149	124	13	186	258	145	36	85	22	309	107	366	451	1053	42
30	340	335	172	75	58	257	4	97	658	226	58	25	176	47	236	458	248	314	226	546	36	25	166	46	878	884	58	148	210	131
2	12	32	5	6	4	33	2	0	18	29	6	8	41	26	2	12	9	14	7	0	6	17	14	1	33	82	0	1	10	7
29	8	22	2	57	1	9	14	2	26	27	87	42	23	15	47	94	2	20	11	22	33	56	33	34	14	157	4	41	78	7
23	83	18	292	2	25	30	9	59	22	129	74	13	0	61	55	967	10	58	116	20	0	3	16	11	95	66	59	8	2	25
28	476	92	175	38	30	187	29	129	52	112	24	69	91	162	50	59	123	77	87	0	167	41	109	641	285	80	16	3	277	126
27	71	46	49	47	46	38	11	2	13	74	6	50	28	79	59	8	76	9	53	190	135	121	40	14	11	24	40	15	44	135
4	53	84	34	4	32	69	36	17	5	216	7	9	11	74	29	72	80	12	80	52	61	36	4	2	11	311	33	11	70	6
28	32	74	9	21	36	8	5	24	5	8	74	30	34	16	14	11	13	11	26	36	29	22	19	3	2	29	4	14	7	9
72	1562	1109	231	1638	253	794	445	235	496	2106	156	1318	3201	481	3479	3550	2084	1390	1383	34	757	2725	33	2169	1473	4210	1675	1175	731	121
47	48	7	10	68	22	19	13	1	19	70	27	9	133	61	177	154	21	7	11	29	2	65	2	0	19	200	3	10	28	71
138	154	76	347	208	45	1	83	13	2	195	15	335	30	205	232	797	117	22	83	5	79	232	100	71	103	194	16	119	4	17
53	725	582	6	498	148	29	100	270	83	460	20	231	121	236	47	871	56	82	75	9	248	44	49	0	170	189	23	5	396	147
9	41	49	27	5	22	9	0	64	12	3	23	0	6	1	34	144	4	2	15	65	0	56	2	10	1	54	13	6	33	7
51	254	168	131	66	533	43	292	476	594	1016	52	812	124	200	1665	535	144	384	572	421	389	238	678	451	83	465	19	25	554	409
10	153	187	46	146	6	12	31	27	80	42	80	17	20	2	2	1	22	0	44	43	13	69	7	116	43	12	15	4	129	88
4	112	13	116	93	36	93	80	4	20	31	88	2	17	8	123	276	344	9	34	27	20	36	316	83	207	96	27	303	66	35
36	8	12	26	80	306	7	189	31	118	105	1	18	37	7	396	436	216	45	97	11	149	21	4	7	61	104	17	7	113	32
6	1	21	0	43	6	25	50	19	4	385	0	0	8	3	55	43	2	30	38	13	0	66	3	1	68	3	6	20	72	15
9	44	7	126	19	33	56	90	5	30	258	102	95	65	70	103	54	116	22	64	163	17	2	56	8	1	25	88	24	6	13
2872	733	10443	3474	4924	846	6636	1298	61	2371	1343	3920	9408	1691	7154	780	6539	3036	777	7725	414	6543	1523	822	2709	1729	7076	510	3539	3710	4853
41	365	338	498	665	54	2	167	317	180	239	95	1220	223	44	333	1738	402	586	58	787	26	120	220	696	277	772	30	139	2217	55
0	0	6	0	0	2	0	1	4	3	52	4	69	11	12	12	25	5	0	1	3	2	0	10	1	3	12	6	0	10	3
27	204	39	139	64	28	370	6	7	118	133	26	72	60	9	124	606	62	37	10	132	29	100	15	5	103	38	94	20	89	259
2	56	20	7	19	0	81	87	4	29	13	14	9	22	39	36	107	19	29	86	13	36	143	1	9	49	1	5	31	55	35
176	119	411	274	920	105	412	325	467	397	713	445	247	669	245	34	910	234	201	425	78	1	368	120	56	4287	220	561	158	481	131
78	48	130	95	26	80	40	16	23	156	161	213	7	32	9	171	104	42	78	86	48	120	109	68	73	518	187	6	0	253	19
41	18	71	304	12	8	4	118	13	28	100	89	75	18	13	4	7	36	85	14	37	10	2	42	81	15	105	58	69	221	15
362	2649	512	876	234	2130	913	989	2036	1333	909	862	528	360	734	4351	1440	2050	686	158	1062	354	723	138	1444	2194	8218	530	483	2021	2015
0	6	4	6	3	1	4	2	5	1	5	1	4	27	9	114	9	0	12	0	2	0	2	2	3	4	80	9	5	8	5
151	392	12	358	159	231	188	106	41	369	997	35	151	156	94	840	1108	310	68	313	90	35	93	706	212	1537	245	524	270	985	324
8	9	4	20	25	0	41	17	4	11	272	10	63	13	8	30	72	3	16	55	29	9	4	8	114	7	59	1	23	371	25
7	15	10	14	9	22	0	49	21	61	26	42	13	1	22	19	144	57	72	47	6	13	20	5	13	78	122	68	0	45	19
541	1070	168	267	87	70	1096	628	128	162	6235	1094	94	18	675	39	799	163	45	1607	791	1272	124	218	626	1949	10743	440	1955	987	230
1	61	45	24	48	55	38	64	57	11	130	0	106	44	75	142	3	43	20	78	1	4	14	49	66	134	410	43	56	94	6
67	1868	1637	646	46	7	61	304	379	491	497	275	1382	410	218	651	1481	666	18	325	68	54	157	342	17	78	1	350	1406	347	58
2128	6773	1636	4611	2311	1448	1612	361	267	581	1400	265	165	312	3162	943	14	740	1795	438	1546	2577	95	1784	160	472	3726	672	928	2322	470
131	22252	719	696	3220	2033	3907	386	847	1445	9398	4611	2458	306	2470	4282	9347	121	4392	2242	7040	1769	334	504	4083	1350	2319	363	431	8974	523
9	163	68	395	866	29	118	145	12	103	19	133	135	95	105	279	1990	70	507	121	347	292	49	146	328	350	1046	68	23	170	294
0	10	2	11	2	5	0	5	0	22	4	27	30	0	4	4	1	4	51	17	4	11	4	1	0	1	8	9	15	7	2
317	88	76	492	715	92	757	46	140	259	1163	56	381	1163	194	191	273	242	150	154	667	11	209	28	178	559	577	412	490	1643	5
27	30	2	0	5	6	45	2	4	0	10	11	12	27	2	10	50	63	24	6	10	10	0	16	43	11	10	0	20	24	2
5	122	55	20	1	53	10	16	15	3	36	31	0	3	46	13	22	1	3	2	33	26	329	7	130	21	115	72	17	11	8
186	96	19	127	485	74	131	31	21	286	84	247	182	90	154	109	334	75	119	50	16	49	69	32	170	199	17	63	204	582	8
28	1006	984	1609	102	497	497	227	47	1976	1568	144	759	248	413	370	1350	953	211	760	725	449	1648	576	73	1218	2977	92	67	610	426
9	203	37	33	3	63	62	27	24	15	6	19	9	16	7	52	413	23	54	28	17	10	168	16	13	69	98	4	65	13	58
12	46	83	11	4	28	55	11	65	88	196	3	97	57	59	77	23	46	8	47	19	9	33	51	92	338	16	2	64	15	19
60	313	795	1984	31	377	464	282	720	550	249	303	263	199	271	473	1268	141	148	122	315	112	112	131	579	2351	174	237	68	591	4
30	58	38	350	194	68	158	30	402	214	274	332	121	56	51	1506	142	4	39	199	215	247	84	30	51	55	550	30	285	441	42
7	70	38	1	4	19	11	3	0	23	4	2	1	0	11	14	24	4	11	2	0	9	2	8	18	18	1	19	2	28	3
21	3	7	17	10	13	100	2	1	1	21	39	10	53	1	1	124	40	15	94	7	28	10	9	49	5	4	9	21	13	3
33	3	97	9	19	6	73	45	7	47	6	19	5	34	23	41	309	45	50	12	0	1	8	43	24	7	85	7	2	22	1
129	156	15	737	82	7	715	50	128	603	389	28	126	89	528	212	425	186	330	34	38	257	48	3	173	259	27	134	109	2350	381
166	100	2087	752	3435	109	804	288	98	341	683	836	1730	1534	84	176	166	138	241	1067	397	377	180	556	1613	81	278	25	193	409	222
97	562	22	177	270	230	21	202	33	390	137	453	202	80	366	177	259	69	89	17	50	656	184	167	318	771	28	137	169	346	235
105	117	1380	92	49	24	1215	17	47	324	574	229	104	586	180	63	523	435	57	177	603	507	71	130	72	38	593	151	359	18	285
186	392	1024	135	237	0	492	200	103	29	1077	244	97	13	180	80	777	257	29	30	23	439	322	61	363	38	50	3	76	273	166
36	46	3	74	44	37	105	82	17	91	206	35	9	65	31	18	114	27	36	27	4	3	60	8	116	6	105	22	33	270	15
8	29	21	12	3	2	43	25	43	61	12	47	2	17	7	9	0	27	0	35	5	19	7	9	27	31	13	30	5	8	18
5	200	21	5	129	6	21	38	7	3	1	7	0	1	38	15	12	5	56	0	66	0	4	4	39	75	10	4	21	12	13
56	16	77	91	1	13	0	31	19	2	239	15	314	44	69	164	309	111	0	94	4	382	3	1	112	239	26	119	145	99	68
470	341	98	123	705	1040	1524	208	84	2448	86	1070	895	1866	708	2046	1141	219	936	927	1876	180	512	126	95	114	2579	309	126	4023	319
6	37	1	5	8	4	18	7	7	6	39	5	58	10	1	6	61	0	7	13	0	2	8	3	28	26	28	7	0	29	33
7	664	91	8	78	5	30	207	11	101	82	39	214	13	25	108	63	45	46	121	4	19	20	7	122	183	267	36	5	128	13
214	2050	1612	10	1584	99	548	7	497	715	150	187	691	1561	330	795	395	83	1156	1129	176	113	298	318	47	436	818	46	32	486	61
3266	255	578	366	309	97	239	359	85	1271	1301	317	1855	434	929	251	299	326	1172	100	62	350	730	1767	385	1275	221	1241	1355	523	209
20	34	157	24	11	9	4	13	3	12	202	22	1	8	6	82	71	26	9	20	7	27	15	5	25	56	1	2	13	6	86
30	119	33	32	96	59	337	209	0	19	271	61	57	59	6	154	78	125	71	11	69	97	138	5	12	285	367	57	63	10	80
526	2679	4555	2455	98	555	2344	962	1427	247	1709	1750	919	535	1824	2989	3043	431	1897	538	1188	180	527	864	1937	6768	7183	723	42	222	350
44	6	75	21	234	4	111	66	11	63	10	41	241	120	20	109	42	273	138	158	95	4	163	46	46	85	11	112	56	14	32
34	139	254	152	97	101	296	77	184	338	93	87	31	153	42	423	351	88	81	105	3	39	25	1	64	206	148	39	32	9	42
26	146	365	92	12	108	196	44	95	37	1	295	230	305	374	238	427	473	58	69	78	36	81	320	215	894	179	300	9	146	82
19	27	2	1	1	0	3	8	0	13	8	33	11	6	0	13	95	0	23	5	2	17	7	6	17	0	5	8	14	39	2
83	165	90	43	101	0	44	101	88	34	44	284	485	77	103	300	548	41	10	96	38	160	110	180	396	224	24	41	123	279	224
158	2635	748	326	2267	3002	752	120	366	3504	1169	504	1175	1629	124	728	405	455	3561	195	78	983	760	1525	1008	611	2104	100	6	121	440
49	44	5	85	0	5	9	4	7	31	25	3	10	9	1	20	15	2	3	23	6	33	1	51	2	0	40	11	85	9	15
1	62	8	5	77	7	8	124	50	45	8	54	37	22	14	68	0	30	10	43	31	26	22	4	125	125	208	19	30	14	17
4	7	8	44	20	11	56	10	0	12	7	9	0	0	12	36	24	1	3	5	10	4	4	6	10	5	16	3	0	26	0
18	96	273	34	105	13	78	24	26	9	344	83	89	214	38	112	436	106	47	40	5	242	16	21	171	22	94	27	17	78	49
502	115942	75101	7787	1205	3113	14727	56220	10097	1581	11705	116120	34431	13744	213205	260023	178000	148864	48817	8869	135063	14425	25651	143680	37933	23085	116161	55	78842	71001	11610
24	453	129	35	37	117	507	11	91	107	326	39	287	96	49	127	492	105	33	270	28	279	46	50	84	48	201	21	38	92	327
0	52	15	2	19	3	1	12	29	39	68	5	26	4	0	178	50	9	2	4	5	4	0	0	3	20	91	0	15	17	2
98	103	404	112	489	48	45	152	79	43	296	60	68	67	274	307	320	16	2	311	115	141	148	131	162	340	407	355	75	25	29
607	4144	378	17	1042	351	978	131	280	2908	179	756	2389	565	1263	555	2355	955	383	328	106	79	78	225	1595	663	969	147	89	1001	531
102	1687	320	3527	2131	1736	478	1584	511	155	4383	672	906	1999	1586	9576	6639	1241	687	411	676	291	681	1196	2028	307	604	831	52	780	1332
838	41	11232	3071	2457	1615	401	5663	1081	1549	2807	440	678	2590	52	2535	362	864	58	628	2467	2061	285	197	32	2094	4111	1054	937	1006	505
6	86	57	166	59	43	54	4	74	210	189	253	1	68	111	37	341	279	21	39	27	73	77	60	18	112	133	157	22	13	113
98	62	587	260	750	37	474	112	0	295	478	134	237	171	92	483	85	539	342	193	13	44	39	11	10	484	323	37	71	866	36
0	13	34	130	51	11	61	5	16	90	7	25	58	14	47	24	102	18	23	31	2	7	8	9	73	11	3	63	1	22	57
53	64	19	35	232	77	5	38	7	117	115	9	90	13	176	0	698	8	21	37	10	29	96	9	88	61	58	29	13	44	82
24	121	11	148	25	18	22	34	7	154	10	70	57	11	10	49	164	12	13	6	9	6	27	12	31	11	1	88	13	29	15
189	77	102	497	115	2	2	137	278	61	42	32	29	39	2	192	715	45	278	257	49	340	118	39	74	157	157	8	88	1035	56
164	851	2087	1837	1636	36	2961	578	373	564	2185	34	89	20	1621	1075	515	2315	2529	350	3242	251	198	2775	1009	14	2972	219	203	105	879
3	22	10	107	350	53	108	136	136	121	56	622	53	18	158	424	109	330	199	31	117	224	235	299	231	572	281	333	58	181	75
166	681	253	1867	216	89	919	131	587	196	921	85	2344	79	499	1733	304	1044	168	191	764	81	204	559	671	37	1891	635	1427	249	33
14	79	8	27	92	22	0	7	21	309	45	25	133	77	27	91	175	63	12	0	30	151	14	31	27	88	23	124	72	176	3
1	84	41	72	15	26	8	0	3	80	32	14	8	8	1	65	7	49	46	1	10	20	27	1	4	4	6	26	41	46	5
698	694	399	789	1991	383	2641	991	276	1987	602	4063	5693	849	138	2108	12763	121	1419	138	374	1347	7487	2506	2289	14	2528	1700	15	2976	990
21	7	358	19	212	24	302	18	38	64	171	146	42	171	155	612	529	119	55	83	53	69	173	1	207	108	231	110	70	234	5
39	339	55	88	55	10	34	77	13	142	183	60	126	175	161	88	175	98	83	229	58	23	16	131	176	61	521	34	1	524	75
78	88	747	344	940	252	1065	340	94	139	539	47	238	566	130	128	370	118	487	56	54	489	111	2	765	474	412	6	694	60	10
2175	4765	2092	2785	5227	644	1178	464	186	7134	8515	3472	1338	12168	142	26637	79541	18552	11206	571	9569	17953	1126	4219	6528	23571	4443	4682	4119	3882	3107
431	1354	694	13009	5979	524	4496	426	499	603	3331	958	1461	162	2882	4614	3675	145	2591	2368	160	1475	1896	582	5359	3348	2266	1397	92	9741	756
2161	2671	3184	3614	1356	701	1560	371	37	1191	1529	4100	1368	2173	2871	426	4238	613	3817	249	218	915	5402	298	3029	6002	793	132	843	639	45
1	20	60	3	8	2	52	8	20	39	4	7	29	76	14	36	82	77	6	6	12	29	2	2	44	0	12	13	12	36	12
215	106	340	103	46	42	57	51	32	53	39	368	433	140	525	89	260	112	210	120	22	232	16	223	138	196	320	33	29	67	55
512	20	616	149	1433	1	2689	468	301	1018	1275	184	354	166	89	246	3335	1180	78	92	481	249	81	576	206	2500	130	298	377	1075	323
98	416	123	77	176	116	843	75	48	240	330	15	168	139	28	223	232	115	167	88	3	31	191	396	9	104	85	36	0	596	350
71	172	2	22	30	10	53	107	1	7	67	111	111	14	173	150	19	179	70	14	0	4	27	12	19	66	79	87	2	162	17
26	249	62	82	814	56	17	310	60	173	154	66	45	390	398	67	156	126	65	179	199	20	30	600	15	124	195	152	88	23	17
52	5	92	51	17	78	40	24	23	23	115	69	69	91	20	241	157	69	48	55	21	54	209	119	30	17	293	60	216	627	20
699	454	1428	2517	418	855	495	68	319	203	777	467	706	1755	3240	753	2359	855	2592	897	232	1683	116	389	488	63	1219	767	283	2055	129
42	22	60	53	337	18	141	20	6	33	131	296	0	210	80	142	13	19	101	384	67	263	35	84	283	158	513	28	30	774	27
43	8	46	37	22	1	212	5	11	32	128	19	17	47	28	134	359	14	16	82	7	25	25	41	9	114	22	61	24	18	5
4	9	10	92	10	4	24	30	10	5	22	5	1	0	2	14	15	16	2	8	3	41	49	10	14	3	36	9	32	3	0
286	1268	362	178	1176	142	52	780	789	2552	3995	2195	33	239	485	3241	5874	690	1367	1237	1304	1409	43	761	2314	314	520	1945	260	621	548
0	9	32	17	30	34	29	15	2	10	12	1	13	1	20	11	24	7	8	2	7	71	6	6	6	9	59	23	4	3	1
69	225	11	54	330	128	142	75	60	112	100	6	79	117	99	59	30	186	173	91	106	120	61	334	50	215	9	286	108	361	55
3	9	15	1	4	3	9	13	53	6	46	13	5	9	49	13	71	14	3	3	6	11	0	6	32	67	24	1	12	43	0
117	15	92	499	17	263	13	6	14	2	58	144	110	2	34	401	309	11	9	138	47	138	89	286	127	196	107	39	42	134	162
21	357	111	65	126	2	109	81	7	218	124	121	177	279	36	455	28	156	0	172	129	84	18	350	420	286	69	3	27	88	29
857	1447	5325	315	551	394	1569	560	1334	28	1698	110	107	810	1344	3568	2512	669	1126	1661	556	955	737	372	3565	803	2191	82	494	3893	3124
2	27	7	56	3	0	14	60	12	6	26	0	6	9	63	5	288	32	63	5	47	24	105	90	65	7	152	0	1	148	32
111	2900	59	1478	388	379	363	44	81	740	12	479	1206	1061	573	701	1969	207	1721	192	607	414	64	21	1800	498	551	84	23	245	121
12	8	1	7	30	0	66	1	7	44	33	7	45	35	18	29	622	15	67	63	6	35	5	3	52	67	45	4	1	9	17
17	151	88	43	45	19	33	15	13	294	45	14	115	20	15	53	144	149	0	6	4	1	44	15	68	139	16	22	18	38	26
875	860	587	636	2530	170	1193	344	316	1584	709	2369	1421	104	1003	452	3631	703	490	3259	32	1439	615	1668	912	635	487	631	595	4092	4
18	3	4	6	32	0	11	0	7	11	5	14	69	56	8	158	119	1	2	0	12	154	0	72	22	14	21	29	2	172	33
647	5583	973	9405	7735	1245	2232	96	695	30	27	1247	4380	2720	266	3201	11821	3752	7077	1973	83	1313	1888	1939	3930	3200	1166	3205	1219	2010	5366
52	3544	7138	2738	385	214	5583	1945	366	215	5608	553	977	638	527	3798	6068	885	3941	2566	1389	616	172	1466	1669	1668	11008	992	152	3695	1870
3	29	0	24	11	4	6	3	14	42	0	1	17	20	7	3	67	1	0	1	24	2	0	8	6	34	134	0	3	23	23
28	190	181	301	400	46	59	54	48	336	167	4	71	67	111	7	45	12	122	172	9	157	45	165	34	244	19	108	65	69	93
67	246	449	114	19	4	21	3	126	44	56	102	287	59	64	259	924	1330	13	25	195	27	451	19	36	211	86	46	530	708	89
1	7	19	21	8	11	62	3	2	11	1	2	15	83	7	159	45	49	5	6	32	31	2	58	34	233	55	34	67	2	9
169	170	7	95	26	49	103	29	118	358	180	648	39	0	44	396	572	158	23	45	37	367	201	214	34	134	66	261	50	13	43
30	13	49	49	21	19	94	76	62	29	437	51	44	63	312	54	273	54	44	61	7	34	188	42	207	3	64	5	1	239	2
135	497	82	180	849	25	261	106	140	12	922	7	168	60	195	533	1153	215	200	79	481	138	814	140	49	260	7	184	1009	721	15
0	4	11	54	12	1	1	39	2	0	17	1	9	9	5	0	52	10	43	1	7	14	1	16	30	14	5	3	3	4	12
587	445	95	1796	535	22	563	489	341	988	1448	216	120	147	256	564	156	145	111	272	274	2268	260	234	670	80	178	47	16	1416	96
209	296	2196	807	78	169	3560	624	452	89	1320	540	127	1029	138	407	1822	600	73	389	587	286	228	41	1568	339	1588	1452	1966	172	106
117	140	189	147	41	114	104	92	1	88	41	74	35	21	27	70	1	16	48	10	67	192	6	41	141	10	413	9	22	42	153
0	5	27	1	40	4	1	2	1	61	5	6	1	1	18	24	54	36	7	2	0	0	34	12	38	10	14	84	27	6	3
1306	429	761	2125	2384	94	1628	2239	80	23	376	1714	1657	1292	25	339	895	1057	312	29	374	105	1102	508	1809	954	2180	724	828	265	80
61	38	71	341	17	27	224	40	197	81	6	732	915	177	279	51	965	1117	1870	197	7	109	829	71	28	435	879	236	140	194	456
0	25	1	16	4	0	7	0	6	21	7	7	11	83	3	0	8	23	5	5	4	4	1	1	19	19	6	3	6	9	1
13	27	61	19	13	38	5	9	13	9	12	86	5	46	22	195	21	49	0	33	12	6	47	44	37	27	77	3	18	157	8
4	6	12	25	10	0	14	1	23	2	13	4	59	5	3	36	28	21	32	2	0	9	5	9	1	25	4	0	0	1	7
3	30	18	22	12	2	19	12	9	3	28	2	1	45	1	43	35	2	0	10	0	26	3	3	37	1	89	0	12	46	6
2	4	0	12	13	23	7	8	19	2	8	32	0	1	9	71	106	9	2	2	1	2	2	2	0	0	0	0	5	4	5
9	26	24	20	27	1	28	9	4	14	22	0	10	3	3	11	11	0	3	1	1	31	3	0	3	3	12	0	10	14	13
6	604	39	48	328	9	302	206	11	232	20	69	15	24	21	0	123	38	85	31	63	7	45	85	190	86	59	137	125	256	21
0	31	15	118	2	3	110	16	14	80	41	6	7	39	2	45	47	41	10	63	7	3	32	70	59	174	354	6	165	139	70
66	104	1185	830	125	33	352	716	338	53	350	1062	235	114	1523	302	1413	108	251	341	132	2161	238	131	323	244	2345	260	98	69	651
26	1	1	42	39	40	32	39	1	129	62	102	174	12	21	21	101	16	31	7	55	65	80	10	56	58	92	7	2	19	17
202	1903	2459	1046	787	611	3039	262	865	119	2339	867	8479	914	653	2961	5189	1156	403	147	10	1312	1010	809	1401	1355	7101	398	860	663	27
955	24055	5349	4929	5491	4759	1865	5348	1005	5192	315	10922	6699	1600	2931	2723	1032	1281	29486	31245	6003	1403	25739	158	1402	315	29559	6185	14416	2897	20865
20	50	49	0	36	14	54	48	17	8	5	1	12	62	10	137	184	23	13	7	11	0	25	4	29	3	55	10	40	24	3
137	244	106	110	134	19	75	204	8	2	75	363	108	28	250	597	1239	174	7	49	12	22	67	56	12	204	428	250	72	303	43
2264	3994	17181	6510	5445	1918	9473	814	1224	431	907	6101	1755	14093	515	2673	38470	2468	1648	101	797	2657	2567	53	9480	452	7243	805	500	1140	815
2	0	4	3	0	3	4	3	0	4	0	0	0	26	0	2	178	4	0	8	0	3	10	11	2	2	13	0	0	23	2
242	351	616	113	44	232	262	21	93	76	332	2	32	6	357	75	631	8	25	124	133	63	3	462	17	134	157	134	6	241	151
134	30	108	3	117	37	230	1	11	6	78	7	30	268	22	68	243	3	34	3	19	66	5	76	81	50	190	7	18	81	61
5	5	39	148	7	1	6	3	4	176	9	36	3	20	10	3	152	43	4	16	1	3	0	73	46	50	8	3	19	47	0
64	373	203	835	1156	202	1279	47	1205	90	3712	33	802	2013	398	102	1149	39	968	765	295	1507	454	49	33	1037	3757	17	288	4144	310
193	483	266	106	243	227	20	233	193	1138	600	113	884	314	154	224	1635	244	171	29	12	280	71	495	325	386	383	337	287	137	144
48	3	91	1	10	22	7	5	13	4	25	3	8	1	14	8	31	11	3	1	15	0	16	8	32	99	18	2	10	43	3
14	184	2	244	7	2	88	30	21	12	88	71	30	104	16	22	417	137	81	84	29	92	10	10	125	111	127	1	82	213	3
5	400	278	329	70	62	172	62	18	291	106	121	0	30	162	67	4	80	29	41	216	23	18	15	79	31	50	52	17	41	18
802	9554	38	766	37	284	56	48	252	5607	25	1691	833	709	104	573	578	3846	2930	483	2356	954	149	546	66	24	2067	5495	1454	54457	1339
347	418	2739	438	855	56	1361	139	85	712	53	284	332	763	873	479	264	110	822	46	1281	456	2557	636	362	561	1814	551	365	1507	160
6	227	245	441	138	42	199	14	9	510	24	106	278	9	1	579	241	69	113	599	20	244	523	378	39	44	42	457	257	137	54
40	66	17	98	224	2	21	24	90	339	96	192	160	170	71	49	564	78	136	142	123	18	29	3	144	558	97	1	14	237	102
227	3221	7659	17116	6973	5150	9453	1564	588	1534	4123	3035	513	1415	4375	258	627	2381	1169	12820	616	758	9969	5715	7803	1298	1033	6482	1676	810	999
118	111	392	236	72	162	382	188	6	82	54	166	149	173	176	0	90	132	128	327	73	46	211	114	129	519	58	95	84	16	492
94	2870	1766	803	1084	175	722	624	23	2360	7790	406	294	4933	469	559	5060	54	266	875	103	461	1056	2526	616	554	3262	298	1171	81	403
231	57	282	99	370	53	29	426	409	1344	4	16	359	107	398	1061	696	310	162	1454	745	437	258	42	168	409	556	875	400	725	1181
24	83	68	41	40	87	97	32	112	75	55	76	133	66	34	64	21	159	118	115	0	22	12	20	79	6	62	22	9	63	67
774	519	368	4144	188	923	619	13	161	360	740	1273	270	1084	668	1131	722	288	666	715	1069	475	74	52	1042	472	1828	213	545	27	103
7	16	23	25	1	1	1	6	2	2	14	12	41	1	19	6	10	9	12	11	14	50	4	3	3	37	47	0	13	5	0
9	3	2	1	11	9	29	4	0	2	3	71	12	105	21	10	22	31	1	1	0	2	0	24	25	12	11	17	3	9	14
22	31	2	63	64	2	28	8	9	2	48	14	0	19	7	67	107	39	51	11	99	39	18	15	5	70	218	11	0	9	13
35	801	240	359	321	78	1630	282	145	853	331	466	142	66	696	354	584	371	64	341	1007	361	965	63	783	58	1600	321	261	1237	189
3899	3983	10990	7058	4139	390	11811	2388	674	2568	10976	1501	14779	973	4765	8955	6440	2305	228	1064	1307	532	1268	5308	2556	1799	1280	409	787	1012	22
93	103	84	72	71	9	24	6	42	24	167	194	42	44	0	7	93	32	6	11	64	48	60	40	3	236	62	1	70	40	151
399	169	153	390	530	432	1447	96	540	2711	1223	93	2071	1852	194	2763	972	1701	528	515	359	731	53	283	1038	494	302	190	592	4197	1197
0	22	0	28	9	25	20	47	11	81	66	27	35	0	61	57	76	60	55	4	67	61	67	6	4	5	92	23	2	100	31
197	1414	3214	595	445	865	643	1681	653	543	274	123	57	2323	212	393	1096	57	61	818	943	2165	274	681	354	1630	423	1295	3	595	261
13	53	65	1	8	7	14	8	2	11	37	15	13	14	4	6	24	4	24	2	4	4	1	9	93	42	48	17	19	5	3
640	701	10	198	219	476	2668	839	36	1488	320	605	1158	1059	220	570	266	540	905	197	452	616	281	111	196	1071	719	228	353	446	493
960	2340	512	9944	1130	1638	5650	1895	4130	1611	1165	23936	2518	20026	6237	6712	612	958	12851	5341	147	13572	3773	2937	989	14478	421	4351	6267	2626	21894
29	7	26	0	18	7	10	20	58	5	89	27	6	11	4	8	54	9	6	2	4	3	14	2	62	320	12	1	1	0	7
20	254	144	607	9	2	28	11	31	42	660	210	44	9	70	175	488	15	358	223	102	714	73	28	150	109	2	364	87	152	492
165	1546	1506	63	897	140	362	340	1349	518	886	67	1188	651	244	72	824	1592	426	709	240	141	5	1433	341	103	166	643	579	136	83
12	6	17	19	0	12	2	3	4	6	1	1	3	66	0	0	31	17	5	16	5	3	8	9	5	19	0	4	0	102	7
81	43	149	85	11	3	3	32	77	138	136	39	76	56	95	451	401	143	125	104	370	98	28	55	293	31	175	183	322	205	59
4	10	15	3	0	8	1	6	4	13	0	12	14	5	7	60	17	1	20	4	4	53	0	16	5	13	0	14	5	8	2
54	1	8	59	23	60	4	17	83	15	1	35	40	8	85	12	118	34	136	36	70	62	55	3	51	79	21	7	16	42	43
418	26	1376	395	91	311	266	4	195	396	1146	146	325	82	69	270	1492	24	240	261	140	237	28	73	23	664	320	545	95	1424	396
329	201	967	340	325	190	921	1	390	20	993	357	517	621	562	165	6291	208	119	634	572	234	313	2	17	20	167	37	46	535	450
37	11	76	35	161	39	14	122	5	2	126	56	51	53	49	55	61	94	16	55	16	53	16	63	0	108	412	18	25	1	16
72	127	177	121	14	91	20	47	61	67	194	46	166	143	220	560	27	123	170	217	96	62	137	139	72	55	128	113	11	169	255
10	42	34	17	1	39	23	18	22	26	0	57	4	31	8	89	26	0	8	34	3	4	2	0	12	12	342	86	33	37	18
26	20	0	5	44	8	39	25	10	3	34	26	35	0	2	1	44	1	3	27	45	12	1	2	25	18	26	5	3	4	48
0	2	26	90	75	8	14	6	5	25	6	1	4	5	22	43	77	13	5	11	68	7	32	15	6	177	5	8	8	59	21
0	32	72	92	20	3	56	6	6	11	82	64	5	1	4	24	17	14	4	2	15	0	9	0	15	121	0	32	2	10	12
136	1	15	58	62	31	31	36	36	50	33	2	6	17	178	121	154	61	169	114	118	90	358	54	210	124	0	93	12	211	68
1	25	4	10	0	2	33	9	3	2	38	46	4	17	7	21	0	62	3	2	3	4	16	14	1	4	50	0	4	2	0
17	38	32	9	17	11	19	10	0	86	59	15	13	7	28	12	12	0	13	0	0	2	14	25	57	85	38	1	45	78	15
20	331	486	218	100	243	440	25	98	81	158	4	166	128	48	96	100	46	131	81	9	135	15	48	131	263	434	26	1	136	74
109	195	115	48	631	1188	236	275	645	112	1367	462	113	6	198	15	4294	381	342	4	56	491	567	348	278	984	1420	3	19	844	44
